Any,Ambit,Titularitat,TipusEquipament,Equipament,Districte,Seu,Latitud,Longitud,TitolExposicio,Visites,DataInici,DataFi,TipusProduccio
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Exposició de prova",,01/03/2016,30/04/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Portalada de Ripoll. Candidatura Patrimoni Mundial UNESCO",,02/03/2016,10/04/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Tots som súpers! L'exposició dels 25 anys de Super3",,16/03/2016,04/09/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Grans Moments de Peralada. 30 anys, 30 imatges",,14/04/2016,15/05/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"L'home europeu",,18/05/2016,04/09/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Les havaneres de Calella de Palafrugell",,15/06/2016,24/08/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Parlaré a classe. Isabel de Villena, una experiència pedagògica singular",,15/09/2016,11/12/2016,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Outumuro BCN retrats",,19/09/2016,26/02/2017,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"El Celler de Can Roca, de la Terra a la Lluna",,21/11/2016,24/04/2017,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"500 depuradores: el sanejament a Catalunya, un model pioner",,15/12/2016,25/02/2017,Pròpia
2016,"Arts visuals","Pública no municipal","Centres d'exposicions","Palau Robert","02. Eixample","Palau Robert",41.396100952,2.159514266,"Joan Baptista Cendrós, un empresari d'acció!",,19/12/2016,30/04/2017,Pròpia
2016,"Història i memòria","Consorci o fundació amb presència municipal","Espais d'interès arquitectònic","Recinte Modernista de Sant Pau","07. Horta-Guinardó","Recinte Modernista de Sant Pau",41.4118413,2.1744033,"Procés de rehabilitació del Recinte Modernista",,25/02/2014,16/05/2016,Pròpia
2016,"Història i memòria","Consorci o fundació amb presència municipal","Espais d'interès arquitectònic","Recinte Modernista de Sant Pau","07. Horta-Guinardó","Recinte Modernista de Sant Pau",41.4118413,2.1744033,"Imatges que fan història",,20/05/2016,31/12/2018,Pròpia
2016,"Història i memòria",Municipal,"Museus i col·leccions","Reial Monestir de Santa Maria de Pedralbes","04. Les Corts","Reial Monestir de Santa Maria de Pedralbes",41.395574166,2.112056853,"Dones silenciades. El llegat de Sor Eulària Anzizu al monestir de Pedralbes (1868-1916)",,21/11/2016,03/09/2017,Pròpia
2016,"Història i memòria",Municipal,"Museus i col·leccions","Reial Monestir de Santa Maria de Pedralbes","04. Les Corts","Reial Monestir de Santa Maria de Pedralbes",41.395574166,2.112056853,"Monestir de Pedralbes: esperit i natura. Fotografies de Sor Isaura Marcos",,01/12/2016,08/01/2017,Pròpia
